volledige naam,QID,facebook,social media followers,image,commons,linkedin,twitter,gemeente,functie,partij
Koen Metsu,Q17149749,,2970,,,,MetsuKoen,Edegem,Burgemeester,N-VA
Koenraad D'Helft,,,,,,,,Heist-op-den-Berg,Lid van het Bijzonder Comité voor de Sociale Dienst,N-VA
Koenraad Degroote,Q2202667,,,,,,,Dentergem,Burgemeester,EENDRACHT
Koen Spitaels,Q101097111,,,,,,,,,Vlaams Belang
Koen T'Sijen,Q2780798,,,,,,,Boechout,Burgemeester,PRO Boechout&Vremde
Koen Volckaerts,Q26132829,,,Honderd 5.jpg,,,,Hove,Burgemeester,N-VA
Koen Winters,,,,,,,,Peer,,CD&V
Kris De Smet,Q52630078,,,,,,,Duffel,,Groen
Krishna Chhetri,,,,,,,,Leuven,,Onafhankelijk
Kris Leaerts,Q15877560,,,,,,,Kampenhout,Burgemeester,Team Burgemeester
Kris Peeters,Q12869,kris.peeters1,74255,Kris-peeters-1391318830 (cropped).jpg,Kris Peeters,,peeters_kris1,Puurs,,CD&V
Kris Poelaert,Q2352584,,,,,,,Herne,Burgemeester,CD&V
Kris Smet,,,,,,,,Kruibeke,,open VLD
Kris Steen,,,,,,,,De Haan,,Samen Vooruit!
Kristien Van Vaerenbergh,Q1960865,,2777,Kristien van vaerenbergh 250x443.jpg,,,kris10vanvaer,Lennik,,N-VA-Lennik²
Kristine Apers,,,,,,,,Sint-Gillis-Waas,,CD&V
Kristine Van Pellicom,Q2519164,,,Kristine Van Pellicom.jpg,Kristine Van Pellicom,,,Berchem,Districtsraadslid,Vooruit - Groen
Kristof De Smet,,,,,,,,Wichelen,,Samen
Kristof Devos,,,,,,,,Middelkerke,,
Kristof Hendrickx,Q15877569,,,,,,,Arendonk,Burgemeester,N-VA
Kristof Joos,Q97309782,,,,,,,Bornem,Burgemeester,N-VA
Kristof Sels,Q106689666,,,,,,SelsKristof,Sint-Katelijne-Waver,Burgemeester,N-VA
Kristof Slagmulder,Q64727506,,,Kristof Slagmulder Vlaams Parlement.jpg,,,kslagmulder,Denderleeuw,,Vlaams Belang
Kristof Smeets,,,,,,,,Meeuwen-Gruitrode,,N-VA
Kristof Stevelinck,Q74743389,,,,,,,Zelzate,Burgemeester,VLD-SD
Kristof Van den Berghe,,,,,,,,,,GroenRood
Kristof Was,,,,,,,,Heusden-Zolder,,CD&V
Kristof Waterschoot,Q2655138,,,,,,,Hoboken,,CD&V
Kris Verduyckt,Q65283145,,,Kris verduyckt-1574351152.jpg,,,,Lommel,,Samen Vooruit
Kris Wouters,,,,,,,,Ranst,Lid van het Bijzonder Comité voor de Sociale Dienst,N-VA
Kurt Albert,,,,,,,,Hulshout,,N-VA
Kurt Claeys,,,,,,,,Oostende,,Open VLD
Kurt De Loor,Q2744376,,,Kurt De Loor Studio Vlaams Parlement.jpg,,,,Zottegem,,sp.a
Kurt Devooght,,,,,,,,De Haan,,bewust ' 12
Kurt Guns,,,,,,,,Lebbeke,Lid van de Raad voor Maatschappelijk Welzijn,
Kurt Himpe,,,,,,,,Izegem,,N-VA
Kurt Janssens,,,,,,,,Zoersel,Lid van het Bijzonder Comité voor de Sociale Dienst,Vlaams Belang
Kurt Moens,Q61653939,,,,,,,Evergem,,N-VA
Kurt Ravyts,Q65270643,,,,,,,West-Vlaanderen,,
Kurt Vanryckeghem,Q2964475,,,,,,,Waregem,Burgemeester,CD&V
Kurt Vets,,,,,,,,Heist-op-den-Berg,,CD&V
Lander Van Steen,,,,,,,,,,CD&V
Lan Tran Thu,,,,,,,,Merchtem,Gemeenteraadslid,Vlaams Belang
Laura Timmermans,,,,,,,,,,CD&V
Laurence Lambert,,,,,,,,Zedelgem,Gemeenteraadslid,
Laurence Libert,Q2750148,,,,,,,Hasselt,,GROEI met Open Vld
Laurent Coppens,,,,,,,,Menen,,CD&V
Leen Baert,,,,,,,,Wortegem-Petegem,,CD&V
Leen Mertens,,,,,,,,Zemst,Gemeenteraadslid,sp.a
Leen Wouters,Q109450951,,,,,,,Wijnegem,Burgemeester,N-VA
Leo Joosten,,,,,,,,Lanaken,,VLAAMS BELANG
Leo Pieters,Q3229583,,,,,,,Maaseik,,VLAAMS BELANG
Liesbeth Homans,Q2012165,,31483,Liesbeth-homans-1369839691 (cropped).jpg,Liesbeth Homans,,LiesbethHomans,Antwerpen,,N-VA
Liesbeth Jans,,,,,,,,Retie,Lid van de Raad voor Maatschappelijk Welzijn,
Liesbeth Maris,Q71389082,,,,,,,Houthalen-Helchteren,,CD&V
Liesbeth Moortgat,,,,,,,,Buggenhout,Gemeenteraadslid,
Liesbeth Van der Auwera,Q2168996,,,,,,,Bree,Burgemeester,CD&V
Liesbet Stevens,Q110611703,,,,,,,Leuven,Gemeenteraadslid,sp.a
Lieve Mertens,,,,,,,,Londerzeel,,LWD
Lieven Cobbaert,Q110367426,,,,,,,Ichtegem,Burgemeester,Liberaal 2018
Lieven Dehandschutter,Q2564979,,,,,,,Sint-Niklaas,Burgemeester,N-VA
Lieven De Smet,,,,,,,,Schoten,,N-VA
Lieven Latoir,Q22077406,lieven.latoir,,,,,,Sint-Lievens-Houtem,Burgemeester,Nieuw Houtem
Lieven Vantieghem,Q1940837,,,,,,,Avelgem,Burgemeester,CD&V
Lili Stevens,Q18089220,,,,,,,Duffel,,CD&V
Linda Ruts,,,,,,,,Sint-Gillis-Waas,,
Linda Wouters,,,,,,,,Diest,,Vlaams Belang
Line De Witte,Q64137823,,,,,,,,,PVDA
Lise Switsers,Q96224441,,,,,,,Duffel,,Groen
Lise Vandecasteele,Q64210685,,,,,,,Antwerpen,,PVDA+
Lore Baeten,Q96108871,,,,,,,Sint-Niklaas,,CD&V
Lotte Janssen,,,,,,,,Oudsbergen,,CD&V Oudsbergen
Louis Chabert,,,,,,,,Sint-Genesius-Rode,,
Louis Tobback,Q928374,,,Louis Tobback - Filip Naudts.jpg,Louis Tobback,,,Leuven,Burgemeester,sp.a
Luc Aerts,Q2298745,,,,,,,Brecht,Burgemeester,CD&V-CDB
Luc Blommaerts,Q2208984,,,,,,,Kontich,,CD&V
Luc Bouckaert,Q21980532,,,,,,,Hemiksem,Burgemeester,CD&V-groen
Luc Callewaert,,,,,,,,Harelbeke,Gemeenteraadslid,
Luc De Wachter,,,,,,,,Bornem,,
Luc Dupont,Q2583065,,,,,,,Ronse,Burgemeester,CD&V
Luc Goutry,Q1869929,,,,,,,Beernem,,
Luciana Costa,,,,,,,,Houthalen-Helchteren,,BUUR
Lucienne Bogaerts,,,,,,,,Borsbeek,,VLAAMS BELANG
Luc Lampaert,Q2144721,,,,,,,Zomergem,,
Luc Lenaerts,,,,,,,,Wezembeek-Oppem,Lid van de Raad voor Maatschappelijk Welzijn,
Luc Martens,Q2990707,,,Luc Martens.jpg,Luc Martens,,,Roeselare,Burgemeester,
Luc Matthys,,,,,,,,Wezembeek-Oppem,,
Luc Nitor,,,,,,,,Putte,Gemeenteraadslid,
Luc Peetermans,Q2754332,,,,,,,Herselt,Burgemeester,CD&V+2230
Luc Peeters,,,,,,,,Zoersel,Gemeenteraadslid,CD&V
Luc Roelandt,,,,,,,,Ninove,,FORZA NINOVE
Luc Timmermans,,,,,,,,Kraainem,,KU/LB
Luc Van Gastel,,,,,,,,Schoten,,CD&V
Luc Vuylsteke de Laps,Q26132830,,,Luc Vuylsteke de Laps.jpg,,,,Hove,,CD&V-Open Vld
Luc Wouters,Q2353406,,,,,,,Lummen,Burgemeester,CD&V
Luc Wynant,Q62078872,,,,,,,Liedekerke,Burgemeester,CD&V
Ludo Gerits,Q47529372,,,,,,,Lokeren,,Vlaams Belang
Ludo Peeters,,,,,,,,Lier,Gemeenteraadslid,CD&V
Ludo Van Campenhout,Q2516062,,,,,,,Antwerpen,,N-VA
Ludwig Stevens,,,,,,,,Riemst,,Open Vld
Lukas Kint,,,,,,,,Zoersel,,N-VA
Luk Smet,,,,,,,,Beveren,Gemeenteraadslid,
Lydia Peeters,Q3269211,PeetersLydia,4774,Lydia Peeters.jpg,Lydia Peeters,,lydiapeeters,Dilsen-Stokkem,Burgemeester,Open Vld
Maarten Aerts,,,,,,,,Herenthout,,GBL
Maarten Blommaert,,,,,,,,Aalst,,N-VA
Maarten Claeys,,,,,,,,Nieuwpoort,,CD&V
Maarten De Ceulaer,,,,,,,,Limburg,Provincieraadslid,
Maarten De Smet,,,,,,,,Maldegem,Gemeenteraadslid,
Maarten De Veuster,Q26132857,,,,,,,Schoten,Burgemeester,N-VA
Maarten Devos,,,,,,,,Kortrijk,Lid van het Bijzonder Comité voor de Sociale Dienst,
Maarten Houben,,,,,,,,Houthalen-Helchteren,,BUUR
Maarten Janssens,,,,,,,,Wijnegem,,N-VA
Maarten Lambrechts,,,,,,,,Nieuwerkerken,Lid van de Raad voor Maatschappelijk Welzijn,CD&V
Maarten Mast,Q57458282,,,,,,,Merchtem,Burgemeester,CD&V
Maarten Vergauwen,,,,,,,,,,Groen
Maarten Willems,,,,,,,,Kortenberg,,Open Vld
Magda Aelvoet,Q440705,,,,Magda Aelvoet,,,Leuven,,Groen
Magda Vandeputte,,,,,,,,Opwijk,Gemeenteraadslid,N-VA
Manon Marquet,,,,,,,,Hove,,pH7 - Positief Hove
Marc Bogaert,,,,,,,,Staden,,
Marc Bossuyt,,,,,,,,De Panne,Gemeenteraadslid,VISIE 2020 & N-VA
Marc Colpaert,,,,,,,,Zulte,Lid van het Bijzonder Comité voor de Sociale Dienst,Open Zulte
Marc De Groote,,,,,,,,Wemmel,Gemeenteraadslid,Open Vld
Marc De Laet,Q20859351,,,,,,,Willebroek,Burgemeester,Vooruit
Marc De Lat,,,,,,,,Erpe-Mere,Gemeenteraadslid,
Marc De Smet,,,,,,,,Kapellen,,Open Vld
Marcel Bartholomeeussen,Q14641010,,,,,,,Berendrecht-Zandvliet-Lillo,,Team 2040
Marcel Logist,Q2795111,,,Marcel-logist.jpg,,,,Tienen,Burgemeester,
Marc Franquet,,,,,,,,Lier,,N-VA
Marc Geerts,,,,,,,,Neerpelt,,sp.a
Marcia De Wachter,Q6757100,,,,,,,Overijse,,CD&V
Marc Installé,,,,,,,,Wemmel,Gemeenteraadslid,Intérêts Communaux
Marc Lemaitre,,,,,,,,Kortrijk,,
Marc Peeters,,,,,,,,Herent,Lid van de Raad voor Maatschappelijk Welzijn,
Marc Penxten,Q15879097,,,Marc Penxten.jpg,,,,Alken,Burgemeester,N-VA
Marc Smets,,,,,,,,Mol,,
Marc Truyen,,,,,,,,Oudsbergen,,CD&V
Marc Van Britsom,,,,,,,,Sint-Gillis-Waas,,CD&V
Marc Vandeput,Q108288555,,,,,,,Limburg,,
Marc Vermont,Q2544087,,,,,,,Moorslede,Gemeenteraadslid,
Marc Verstraete,,,,,,,,Zonnebeke,,TEAM 8980
Marc Vuylsteke,,,,,,,,Maarkedal,,N-VA
Marc Wauters,,,,,,,,Essen,,
Margareta Adams,,,,,,,,Tongeren,Gemeenteraadslid,CD&V
Maria Gijsbrechts,,,,,,,,Merksplas,,Leefbaar Merksplas
Marianne Verhaert,Q65150109,,,,,,,Grobbendonk,Burgemeester,GiB
Maria Rombouts,,,,,,,,Wijnegem,Gemeenteraadslid,CD&V
Maria Rutten,,,,,,,,Kinrooi,,CD&V
Maria Thijs,,,,,,,,Bocholt,Gemeenteraadslid,VIA
Maria Tollet,,,,,,,,Bierbeek,,Open Bierbeek
Marie De Wit,,,,,,,,Putte,Lid van de Raad voor Maatschappelijk Welzijn,
Marie-France Constant,,,,,,,,Kraainem,,KRAAINEM-UNIE
Marie Lenaerts,,,,,,,,Zutendaal,Lid van de Raad voor Maatschappelijk Welzijn,Nieuw ZVP
Marijke Peeters,,,,,,,,Zoersel,Lid van het Bijzonder Comité voor de Sociale Dienst,CD&V
Marina De Wit,,,,,,,,Willebroek,,
Marina Stas,,,,,,,,Lubbeek,,CD&V
Marjan De Groot,,,,,,,,Westerlo,Gemeenteraadslid,CD&V
Mark Tijsmans,Q2068077,marktijsmans,,Markwiki.png,Mark Tijsmans,,,,,N-VA
Marleen Mertens,Q2085396,,,,,,,Olen,Burgemeester,CD&V
Marleen Peeters,Q60889033,,,,,,,Lille,Burgemeester,N-VA
Marleen Schouteden,Q15879167,,,,,,,Herent,Burgemeester,N-VA
Marleen Vanderpoorten,Q745188,,,Marleen vanderpoorten-1505439968.jpg,Marleen Vanderpoorten,,,Lier,,Open Vld
Marleen Wouters,,,,,,,,,,N-VA
Marnic De Meulemeester,Q2085721,,,,,,,Oudenaarde,Burgemeester,Open VLD
Martha Somers,,,,,,,,Boom,,N-VA
Martin Acke,,,,,,,,Zelzate,,N-VA
Martin Coomans,,,,,,,,Kortenaken,Gemeenteraadslid,
Martine Bruggeman,Q106804548,,,,,,,Brugge,,N-VA
Martine Cools,,,,,,,,Sint-Laureins,Gemeenteraadslid,
Martine De Graef,Q2492225,,,,,,,Sint-Katelijne-Waver,Gemeenteraadslid,Onafhankelijk
Martine De Maght,Q3295764,,,,,,,Aalst,,Open VLD
Martine De Regge,Q2485189,,,,,,,Gent,,
Martine De Vos,,,,,,,,Zemst,Lid van de Raad voor Maatschappelijk Welzijn,
Martine De Wilde,,,,,,,,Wichelen,,
Martine Fournier,Q2371057,martine.fournier.16,,Martine Fournier - 2019.jpg,Martine Fournier,,martine_menen,Menen,Burgemeester,CD&V
Martine Jacobs,,,,,,,,Linter,,Open vld
Martine Janssens,,,,,,,,Vlaams-Brabant,Provincieraadslid,
Martine Lemonnier,Q71373141,,,,,,,Vlaams-Brabant,,sp.a
Martine Rooms,,,,,,,,,,Open Vld
Martine Taelman,Q2993377,,,Taelmanverkiezingen.jpg,Martine Taelman,,,Grobbendonk,,GiB
Martine Thomas,,,,,,,,Londerzeel,Lid van het Bijzonder Comité voor de Sociale Dienst,
Martine Verheyden,,,,,,,,Temse,Gemeenteraadslid,
Martine Willems,,,,,,,,Evergem,,CD&V
Martinus Hermans,,,,,,,,Zutendaal,Gemeenteraadslid,CD&V
Martin Van Kerrebroeck,Q109450559,,,,,,,Huldenberg,Gemeenteraadslid,
Martin Zeeuws,,,,,,,,Halen,Gemeenteraadslid,CD&V
Mathias De Clercq,Q1939878,,22823,DeClercq Mathias 04.jpg,Mathias De Clercq,,MathiasDeClercq,Gent,Burgemeester,Open-Vld
Mathieu Mas,,,,,,,,Oudenaarde,,CD&V
Mathieu Smeets,,,,,,,,Kinrooi,Gemeenteraadslid,CD&V
Matthias De Caluwe,Q106515569,,,,,,,Kapellen,Gemeenteraadslid,Open Vld
Matthias De Ridder,,,,,,,,Aalst,,N-VA
Matthias Diependaele,Q2433026,MatthiasDiependaeleVL,9461,2Photographers Matthias Diependaele.jpg,Matthias Diependaele,,MDiependaele,Zottegem,Burgemeester,N-VA
Matthias Mertens,,,,,,,,Glabbeek,,DORPSPARTIJ
Matthias Storme,Q329053,,,MatthiasStorme.jpg,Matthias Storme,,,Gent,Gemeenteraadslid,
Matthias Van Zele,Q89224507,,,,,,,Sint-Gillis-Waas,,CD&V
Mattias De Vuyst,Q109451653,,,,,,,Gent,,Open-Vld
Maurits Vande Reyde,Q65266774,,,MauritsVDR.jpg,,,,Diest,,Open Diest
Maya Detiège,Q2344602,,,,,,,Antwerpen,,Vooruit
May Aernouts,,,,,,,,Wuustwezel,,CD&V
May Peeters,,,,,,,,Zandhoven,,CD&V
Mehmet Arikan,,,,,,,,,,CD&V
Mehmet Kayacan,,,,,,,,Genk,,CD&V
Melissa Depraetere,Q65177149,,,Melissa Depraetere.jpg,,,,Harelbeke,,sp.a/Groen
Meryame Kitir,Q2757876,,,Minister Meryame Kitir (cropped).jpg,Meryame Kitir,,,Genk,,Vooruit
Metin Karabas,,,,,,,,Heusden-Zolder,,Vooruit
Michel Delmotte,,,,,,,,Nieuwpoort,Lid van de Raad voor Maatschappelijk Welzijn,
Michel Doomst,Q2267557,,,Michel-doomst.jpg,Michel Doomst,,,Gooik,Burgemeester,CD&V
Michel Du Tré,,,,,,,,Waasmunster,Burgemeester,CD&V / Burgemeester
Michèle Hostekint,Q2788561,,,,,,,Roeselare,,sp.a &de vernieuwers
Michel Landuyt,Q3177896,,,,,,,Middelkerke,,
Michel Stevens,,,,,,,,Lanaken,,sp.a-Groen
Michel Theunissen,,,,,,,,Bree,,CD&V
Michiel Peters,,,,,,,,Bilzen,,BETER BILZEN
Mieke Eggermont,,,,,,,,Eeklo,,
Mieke Van Hout,,,,,,,,Hamont-Achel,,CD&V
Mike Nachtegael,Q55232115,,,,,,,Sint-Niklaas,,
Mireille Matthieu,,,,,,,,Izegem,Lid van het Bijzonder Comité voor de Sociale Dienst,STIP
Mirjam Van Tricht,,,,,,,,Kortenberg,Gemeenteraadslid,CD&V
Mitch De Geest,Q111531018,,,,,,,,,Open Vld
Murat Celik,,,,,,,,Diest,,sp.a
Murat Oner,,,,,,,,Willebroek,,CD&V
Mustafa Uzun,,,,,,,,Maasmechelen,,CD&V
Nabilla Ait Daoud,Q29907217,SchepenNabillaAitDaoud,,Nabilla ait daoud-1496596125.jpg,Nabilla Ait Daoud,,,Antwerpen,,N-VA
Nadia Othman,,,,,,,,Kruibeke,,SamenVoorKruibeke
Nadia Sminate,Q678436,,6870,Nadia sminate-1517993058.JPG,Nadia Sminate,,NadiaSminate,Londerzeel,Burgemeester,N-VA
Nancy Dexters,,,,,,,,Maasmechelen,,Open Vld
Nathalie Andries,,,,,,,,Haacht,,Onafhankelijk
Nathalie Claes,,,,,,,,Zonhoven,,N-VA
Nathalie Dewulf,Q65270259,,,,,,,,,Vlaams Belang
Nathalie Lambrecht,,,,,,,,,,CD&V
Nathalie Muylle,Q524806,,,Nathalie muylle-1614760934.jpg,Nathalie Muylle,,,Roeselare,,CD&V
Nathalie Quintens,,,,,,,,Neerpelt,Gemeenteraadslid,N-VA
Nick Peeters,,,,,,,,Leopoldsburg,,Vooruit
Nick Stevens,,,,,,,,Kasterlee,,CD&V
Nico Blontrock,Q10982654,,,,,,,Brugge,,CD&V
Nicole Naert,Q17429021,,,,,,,Antwerpen,Provincieraadslid,
Niels Tas,,,,,,,,Dendermonde,,Vooruit
Norbert De Cuyper,Q2390429,,,,,,,Torhout,Burgemeester,
Norbert De Mey,,,,,,,,Deinze (voor fusie),,OPEN DEINZE
Olivier Martin,,,,,,,,Overijse,,
Olivier Thomas,,,,,,,,Zaventem,Gemeenteraadslid,UF
Omar Fathi,,,,,,,,Hoboken,,sp.a - Groen
Ortwin Depoortere,Q2110597,,1777,,,,OrtwinDepo,,,Vlaams Belang
Patricia Ceysens,Q3369088,,,OEB2007 Patricia Ceysens (cropped).jpg,Patricia Ceysens,,,Leuven,Gemeenteraadslid,
Patricia Stevens,,,,,,,,,,S.A.F.E.
Patricia Waerniers,Q24037440,,,Patricia waerniers-1530265316.jpg,Patricia Waerniers,,,Beernem,,Onafhankelijk
Patrick Allewaert,Q21656471,,,,,,,Roeselare,,
Patrick Arnou,Q20871244,,,,,,,Zedelgem,Burgemeester,
Patrick Asselman,,,,,,,,Liedekerke,,Open VLD
Patrick Baes,,,,,,,,Avelgem,Gemeenteraadslid,CD&V
Patrick Bolle,,,,,,,,Bredene,Gemeenteraadslid,
Patrick Boone,,,,,,,,Vilvoorde,Gemeenteraadslid,CD&V
Patrick Bosmans,,,,,,,,Ham,,CD&V
Patrick Caers,,,,,,,,Herentals,Gemeenteraadslid,CD&V
Patrick De Groote,Q2776780,,,,,,,Oostkamp,,N-VA
Patrick De Klerck,Q2461748,,,,,,,Blankenberge,Burgemeester,Open Vld
Patrick De Luca,,,,,,,,Sint-Amands,Gemeenteraadslid,N-VA
Patrick De Vos,,,,,,,,Herne,,CD&V
Patrick Dewael,Q15992,dewaelp,18126,,,,patrickdewael,Tongeren,Burgemeester,Tongeren.nu VLD CD&V
Patrick De Wilde,,,,,,,,Zandhoven,Lid van de Raad voor Maatschappelijk Welzijn,
Patrick De Wulf,,,,,,,,Evergem,,N-VA
Patrick Gerard,,,,,,,,Wachtebeke,,ANDERS
Patrick Geuens,Q50821950,,,,,,,Retie,Burgemeester,Nieuw Retie
Patrick Hermans,,,,,,,,Diepenbeek,Burgemeester,PUUR - DIEPENBEEK
Patrick Hollanders,,,,,,,,Bocholt,,Nieuwe Unie
Patrick Hoste,Q60315729,,,,,,,Aalter (voor fusie),Burgemeester,CD&V/N-VA
Patrick Huyghe,,,,,,,,Evergem,,N-VA
Patrick Jacobs,,,,,,,,Aalst,Gemeenteraadslid,
Patrick Jacques,,,,,,,,Alveringem,Gemeenteraadslid,PRO
Patrick Jans,,,,,,,,Tongeren,,Open Vld
Patrick Janssen,Q2969812,,,,,,,Antwerpen,,CD&V
Patrick Kina,,,,,,,,Blankenberge,Gemeenteraadslid,Open Vld
Patrick Lansens,Q2860614,,,,,,,Koekelare,Burgemeester,Vooruit
Patrick LESAGE,,,,,,,,Staden,,Open VLD
Patrick Maes,,,,,,,,Lochristi,,Open Vld
Patrick Marnef,Q25693044,,,,,,,Boom,,BOOM één
Patrick Martens,,,,,,,,Alken,,Groen
Patrick Matthys,,,,,,,,Oudenaarde,Lid van het Bijzonder Comité voor de Sociale Dienst,Open VLD
Patrick Molle,,,,,,,,Schoten,,Vlaams Belang
Patrick Nobels,,,,,,,,Rijkevorsel,Gemeenteraadslid,CD&V
Patrick Otten,,,,,,,,,,Vlaams Belang
Patrick Palmers,,,,,,,,Maasmechelen,Gemeenteraadslid,Onafhankelijk
Patrick Pauly,,,,,,,,Riemst,Lid van de Raad voor Maatschappelijk Welzijn,N-VA
Patrick Pauwels,,,,,,,,Puurs,,CD&V
Patrick Poppe,,,,,,,,Zele,Burgemeester,
Patrick Riguelle,Q2197433,RiguellePatrick,,Patrickr675.jpg,Patrick Riguelle,,,Mechelen,Gemeenteraadslid,sp.a
Patrick Roose,,,,,,,,Menen,,Vooruit
Patrick Schaefer,,,,,,,,Maaseik,,Open Vld
Patrick Schoovaerts,,,,,,,,Heist-op-den-Berg,,CD&V
Patrick Timmerman,,,,,,,,Koekelare,Lid van het Bijzonder Comité voor de Sociale Dienst,CD&V
Patrick Van Campenhout,Q27666252,,,,,,,Dendermonde,,N-VA
Patrick Vandijck,Q57730876,,,,,,,Kortenaken,Burgemeester,Open VLD
Patrick Van Gheluwe,Q18169445,,,,,,,Ledegem,Gemeenteraadslid,
Patrick Vercauteren,,,,,,,,Westerlo,,N-VA
Patrick Vermeulen,,,,,,,,Zingem,,SAMEN
Patrick Vervoort,,,,,,,,Rotselaar,,CD&V
Patrick Week,,,,,,,,,,CD&V
Patrick Witters,,,,,,,,Beringen,,CD&V
Patrik Vankrunkelsven,Q2687443,,,,,,,Laakdal,Gemeenteraadslid,Stem!
Paul Baert,,,,,,,,Pepingen,Gemeenteraadslid,CD&V
Paul Cartuyvels,,,,,,,,Kraainem,,
Paul Crutzen,,,,,,,,Temse,,
Paul De Cort,,,,,,,,Tienen,,Groen
Paul Decoster,,,,,,,,Avelgem,,CD&V
Paul De Groote,,,,,,,,Zaventem,Gemeenteraadslid,Vlaams Belang
Paul De Ruyter,,,,,,,,Bree,Gemeenteraadslid,CD&V
Paul De Vuyst,,,,,,,,Herzele,,CD&V en Partners
Paul Lambrecht,,,,,,,,Pittem,,CD&V
Paul Mertes,,,,,,,,Schilde,Lid van de Raad voor Maatschappelijk Welzijn,Open Vld
Paul Oste,,,,,,,,Temse,,VLAAMS BELANG
Paul Pot,,,,,,,,Maarkedal,Lid van de Raad voor Maatschappelijk Welzijn,
Paul Rotthier,Q55085095,,,,,,,Mol,Burgemeester,CD&V
Paul Smets,,,,,,,,Lummen,,sp.a
Paul Stockman,,,,,,,,Aalst,,
Paul Van Miert,Q17350996,,1325,,,,VanMiertPaul,Turnhout,Burgemeester,N-VA
Paul Wuyts,,,,,,,,Duffel,,CD&V
Peeters Jozef,,,,,,,,Schoten,Lid van de Raad voor Maatschappelijk Welzijn,
Peter Aerts ,,,,,,,,Lummen,Gemeenteraadslid,Groen
Peter Bellens,Q2798895,,,,,,,Antwerpen,,CD&V
Peter Berghmans,,,,,,,,Mol,,CD&V
Peter Bloemen,,,,,,,,Bocholt,Gemeenteraadslid,N-VA
Peter Bollen,,,,,,,,Alken,,N-VA
Peter Briers,,,,,,,,Hasselt,,N-VA
Peter Buysrogge,Q17428066,,1172,,,,PeterBuysrogge,Sint-Niklaas,,N-VA
Peter Caluwé,,,,,,,,Lier,,groen-Lier&Ko
Peter Cornelis,,,,,,,,Balen,,N-VA
Peter Cuypers,,,,,,,,Neerpelt,Lid van de Raad voor Maatschappelijk Welzijn,sp.a
Peter De Backer,,,,,,,,Wetteren,,Open VLD
Peter De Bruyn,,,,,,,,,,CD&V
Peter Deckers,,,,,,,,Beveren,,Groen-sp.a
Peter Declercq,,,,,,,,Gavere,,Open Vld - VOG
Peter De Clercq,,,,,,,,Beveren,,
Peter De Groote,,,,,,,,Ieper,,CD&V
Peter De Ridder,Q3376529,,,,,,,Boom,,Boom één
Peter De Roo,,,,,,,,West-Vlaanderen,Provincieraadslid,
Peter De Roover,Q14084072,,25331,,,,PeterDeRoover1,,,N-VA
Peter Desmet,Q17265208,,,,,,,Waregem,,
Peter De Smet,,,,,,,,Haaltert,,CL-VLD
Peter De Witte,,,,,,,,Lokeren,,
Peter Dick,,,,,,,,De Pinte,,
Peter Duyck,,,,,,,,Lichtervelde,Lid van het Bijzonder Comité voor de Sociale Dienst,
Peter Elsen,,,,,,,,Schoten,Gemeenteraadslid,N-VA
Peter Gysbrechts,Q3376626,,,Burgemeester peter gysbrechts -1523292561 (cropped).jpg,Peter Gysbrechts,,,Putte,Burgemeester,Open VLD
Peter Haesaert,,,,,,,,Zedelgem,,CD&V-Nieuw
Peter Haesen,,,,,,,,Riemst,Lid van de Raad voor Maatschappelijk Welzijn,N-VA
Peter Hardy,,,,,,,,Mortsel,Lid van het Bijzonder Comité voor de Sociale Dienst,Groen
Peter Helsen,,,,,,,,Beerse,Gemeenteraadslid,N-VA
Peter Herman,,,,,,,,West-Vlaanderen,Provincieraadslid,
Peter Hertog,Q17381078,,,,,,,Oost-Vlaanderen,,Vooruit
Peter Hoefman,,,,,,,,Puurs,Gemeenteraadslid,N-VA
Peter Janssens,,,,,,,,Rijkevorsel,,HERENT 21
Peter Kaspers,,,,,,,,Landen,,open vld
Peter Keymeulen,Q79408945,,,,,,,Herselt,Burgemeester,N-VA
Peter Lemmens,,,,,,,,Puurs,,VLAAMS BELANG
Peter Luykx,Q3376731,peter.luykx.3,3415,Peter Luykx 20171109.jpg,Peter Luykx,peter-luykx-7315719,peerlux,Lommel,,N-VA
Peter Martens,,,,,,,,Lille,,CD&V
Peter Meerts,,,,,,,,Beersel,Gemeenteraadslid,CD&V
Peter Mertens,Q2074019,,,Portret Peter Mertens 2020.jpg,Peter Mertens,,,Antwerpen,,PVDA+
Peter Mous,,,,,,,,Mortsel,,Groen
Peter Neven,,,,,,,,Riemst,,CD&V
Peter Nies,,,,,,,,Kinrooi,,CD&V
Peter Oorts,,,,,,,,Zoersel,Gemeenteraadslid,CD&V
Peter Pauwels,,,,,,,,Liedekerke,,Onafhankelijk
Peter Persyn,Q17497015,,,,,,,,,N-VA
Peter Platteau,,,,,,,,Merksem,Districtsraadslid,CD&V
Peter Poppe,,,,,,,,Knesselare,Lid van de Raad voor Maatschappelijk Welzijn,
Peter Raats,Q22955393,,,,,,,Berchem,Districtsraadslid,Vooruit - Groen
Peter Raedt,,,,,,,,Meulebeke,,N-VA
Peter Reekmans,Q3376832,,,Peter reekmans-1626182626.jpg,Peter Reekmans,,,Glabbeek,Burgemeester,Dorpspartij
Peter Roes,,,,,,,,Turnhout,,T.I.M.
Peter Roman,,,,,,,,Zottegem,,sp.a
Peter Roose,Q18225588,,,,,,,Veurne,Burgemeester,Veurne Plus
